third_party,rep_inc_party,dem_inc,rep_inc,dem_inc_party,july_dem,jul_rep,aug_dem,aug_rep,sep_dem,sep_rep,oct_dem,oct_rep,unem_dec_t_1,unem_per_change_t_2_t_1,GDP_per_change_t_1,inflation_t_1,last_recession,greatwar_years,avg_pres_approval,int_pres_approval_dem_inc,int_pres_approval_dem_inc_party,state_gdp,state_gdp_per_cap,pop_density,region_ne,region_mw,region_s,region_w,prog,trad,moral,ind,lag_dem_per,lag2_dem_per,counter,int_south_year,lag_citi,lag_nom
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,2.89E+11,35300,137.753123,0,0,1,0,0,0,0,0,45.8,43.5,42,42,38.90171814,65.73440552
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,3.40E+11,38100,150.1216236,0,0,1,0,0,0,0,0,43,45.8,46,46,36.97908783,63.30303574
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,4.15E+11,42800,163.1968956,0,0,1,0,0,0,0,0,41.4,43,50,50,35.24056244,36.43751907
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,4.30E+11,43400,166.8990318,0,0,1,0,0,0,0,0,47,41.4,54,54,48.5957222,20.72823143
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,5.13E+11,49800,173.3272865,0,0,1,0,0,0,0,0,46,47,58,58,39.34202576,18.96378326
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,5190000000,6360,74.64516105,0,0,0,1,0,0,0,0,59.8,78.8,14,0,80.93824005,70.10395813
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,8170000000,9240,80.86559114,0,0,0,1,0,0,0,0,37.5,59.8,18,0,60.43705368,70.10395813
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,11900000000,12300,88.64112875,0,0,0,1,0,0,0,0,50.6,37.5,22,0,56.48719788,70.10395813
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,17300000000,16700,94.77008193,0,0,0,1,0,0,0,0,44.8,50.6,26,0,60.26937866,67.22837067
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,24300000000,22200,100.2586967,0,0,0,1,0,0,0,0,43.8,44.8,30,0,67.78714752,67.22837067
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,34400000000,29800,105.7473115,0,0,0,1,0,0,0,0,54.3,43.8,34,0,81.08711243,68.52783203
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,37800000000,31800,108.5830958,0,0,0,1,0,0,0,0,48.1,54.3,38,0,75.20880127,70.96327972
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,39300000000,32400,110.8700186,0,0,0,1,0,0,0,0,56.9,48.1,42,0,79.45465088,70.96327972
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,48900000000,39000,114.712049,0,0,0,1,0,0,0,0,55.8,56.9,46,0,64.03957367,70.96327972
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,65200000000,50700,117.7307871,0,0,0,1,0,0,0,0,54,55.8,50,0,76.83985138,55.93685913
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,70500000000,50600,127.4273399,0,0,0,1,0,0,0,0,72,54,54,0,84.46142578,56.77355957
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,82700000000,57900,130.6290318,0,0,0,1,0,0,0,0,71,72,58,0,71.35577393,69.8993988
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,3270000000,4330,9.034455979,0,0,0,1,0,0,0,0,30.7,50.9,14,0,36.02767944,27.41017723
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,5830000000,7000,9.967816994,0,0,0,1,0,0,0,0,26,30.7,18,0,44.06499863,53.50675201
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,9290000000,9810,11.33196002,0,0,0,1,0,0,0,0,36.8,26,22,0,34.59527969,44.36619568
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,11800000000,11800,11.95420069,0,0,0,1,0,0,0,0,25.2,36.8,26,0,31.71849442,47.19459534
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,14000000000,14000,12.00206536,0,0,0,1,0,0,0,0,26.4,25.2,30,0,19.99264908,41.10640717
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,18900000000,17700,12.75593387,0,0,0,1,0,0,0,0,36,26.4,34,0,29.32144165,37.88564301
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,27800000000,23400,14.1918739,0,0,0,1,0,0,0,0,28.4,36,38,0,40.72530365,43.8003006
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,34100000000,26400,15.48421992,0,0,0,1,0,0,0,0,33.6,28.4,42,0,20.13241005,21.37827301
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,40300000000,29000,16.65690427,0,0,0,1,0,0,0,0,27.6,33.6,46,0,17.7465992,23.47837067
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,53900000000,35300,18.28430296,0,0,0,1,0,0,0,0,30.3,27.6,50,0,18.98292542,24.79878998
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,56500000000,35400,19.09800231,0,0,0,1,0,0,0,0,36,30.3,54,0,36.25172424,25.46529388
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,66300000000,39400,20.13905883,0,0,0,1,0,0,0,0,33,36,58,0,27.13394928,22.53520966
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,67400000000,6020,193.3917019,0,1,0,0,0,0,0,0,44.2,59.5,14,0,59.74371338,54.78107071
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,95900000000,8560,193.3917019,0,1,0,0,0,0,0,0,40.5,44.2,18,0,49.65828705,42.52367401
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,1.39E+11,12200,196.8451252,0,1,0,0,0,0,0,0,48.1,40.5,22,0,50.09555054,68.30741882
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,1.73E+11,15000,198.5718368,0,1,0,0,0,0,0,0,41.7,48.1,26,0,45.69788361,46.79747009
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,2.31E+11,19900,200.2985484,0,1,0,0,0,0,0,0,43.3,41.7,30,0,53.28404236,49.59745407
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,2.88E+11,24800,200.2985484,0,1,0,0,0,0,0,0,48.6,43.3,34,0,58.38553619,46.15783691
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,3.64E+11,30600,205.4786833,0,1,0,0,0,0,0,0,48.6,48.6,38,0,57.43489075,46.76373672
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,4.59E+11,37000,214.1122414,0,1,0,0,0,0,0,0,54.3,48.6,42,0,52.85073853,35.01949692
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,5.29E+11,41700,219.2923763,0,1,0,0,0,0,0,0,54.6,54.3,46,0,54.38930511,40.17237091
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,6.48E+11,50600,221.0190879,0,1,0,0,0,0,0,0,54.8,54.6,50,0,60.50172043,67.74250793
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,6.88E+11,53300,222.7457996,0,1,0,0,0,0,0,0,62,54.8,54,0,67.27897644,67.87700653
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,7.92E+11,61900,221.0190879,0,1,0,0,0,0,0,0,58,62,58,0,58.90903473,68.57622528
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,26900000000,5090,145.1418263,0,1,0,0,0,0,0,0,38,56,14,0,41.68328857,57.62165833
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,37700000000,7100,145.8831864,0,1,0,0,0,0,0,0,33.3,38,18,0,47.61384964,33.84018326
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,57900000000,10500,150.7157557,0,1,0,0,0,0,0,0,45.7,33.3,22,0,44.00608826,45.93796921
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,69300000000,12600,150.798129,0,1,0,0,0,0,0,0,37.7,45.7,26,0,38.24655533,37.42243576
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,91700000000,16500,152.6378003,0,1,0,0,0,0,0,0,37.7,37.7,30,0,39.81341171,32.1711998
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,1.15E+11,20300,155.3561205,0,1,0,0,0,0,0,0,39.7,37.7,34,0,52.3413353,32.21092987
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,1.50E+11,25700,159.9964854,0,1,0,0,0,0,0,0,36.8,39.7,38,0,49.88626099,54.00527954
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,1.93E+11,31700,166.9433038,0,1,0,0,0,0,0,0,41.6,36.8,42,0,38.20276642,44.40121841
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,2.23E+11,35900,170.7599353,0,1,0,0,0,0,0,0,41,41.6,46,0,38.93600082,50.8271904
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,2.69E+11,42100,175.4003001,0,1,0,0,0,0,0,0,39.3,41,50,0,45.98829651,50.28995514
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,2.89E+11,44200,179.5189671,0,1,0,0,0,0,0,0,50,39.3,54,0,50.43162918,31.46375275
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,3.30E+11,49800,182.1274563,0,1,0,0,0,0,0,0,44,50,58,0,37.2856636,23.80533791
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,13700000000,4750,51.25032853,0,1,0,0,0,0,0,0,40.8,61.9,14,0,45.65515518,55.49240494
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,22000000000,7650,51.07262282,0,1,0,0,0,0,0,0,40.5,40.8,18,0,47.79914093,29.35110474
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,33500000000,11500,51.76567511,0,1,0,0,0,0,0,0,48.5,40.5,22,0,51.90370178,47.56539154
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,37500000000,12900,51.60573997,0,1,0,0,0,0,0,0,38.6,48.5,26,0,47.98970413,37.90543365
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,45300000000,16000,50.29071767,0,1,0,0,0,0,0,0,45.9,38.6,30,0,39.1016922,49.5079155
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,57900000000,20700,49.81091223,0,1,0,0,0,0,0,0,54.7,45.9,34,0,61.03331757,50.48651886
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,73100000000,25700,50.62835853,0,1,0,0,0,0,0,0,43.3,54.7,38,0,53.04231644,48.07649231
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,87700000000,30000,51.99669254,0,1,0,0,0,0,0,0,50.3,43.3,42,0,41.25815964,40.71277618
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,1.05E+11,35600,52.35210397,0,1,0,0,0,0,0,0,48.5,50.3,46,0,38.67299652,51.12967682
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,1.37E+11,45800,53.20509141,0,1,0,0,0,0,0,0,49.2,48.5,50,0,51.17184448,51.04018784
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,1.47E+11,47800,54.68004885,0,1,0,0,0,0,0,0,54,49.2,54,0,56.95163727,62.06174469
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,1.78E+11,56800,55.65743029,0,1,0,0,0,0,0,0,52,54,58,0,40.58205032,34.77553177
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,10800000000,4760,27.56496362,0,1,0,0,0,0,0,0,34.7,54.1,14,0,30.82830811,49.38943481
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,16900000000,7350,27.9417334,0,1,0,0,0,0,0,0,29.5,34.7,18,0,33.72701263,50.40241241
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,26300000000,11100,28.76819616,0,1,0,0,0,0,0,0,44.9,29.5,22,0,40.40189743,39.08047867
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,35300000000,14500,29.6675821,0,1,0,0,0,0,0,0,33.3,44.9,26,0,29.31825066,47.67709351
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,44200000000,17700,30.33604462,0,1,0,0,0,0,0,0,32.6,33.3,30,0,30.03315353,45.52957916
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,54000000000,21500,30.56696803,0,1,0,0,0,0,0,0,42.6,32.6,34,0,44.15822983,34.96547318
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,65300000000,25300,31.41773852,0,1,0,0,0,0,0,0,33.7,42.6,38,0,44.99161148,49.31179047
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,81900000000,30500,32.66958651,0,1,0,0,0,0,0,0,36.1,33.7,42,0,36.53059006,31.65421295
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,94600000000,34600,33.19220266,0,1,0,0,0,0,0,0,37.2,36.1,46,0,19.35375023,27.02213287
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,1.22E+11,43600,33.99435769,0,1,0,0,0,0,0,0,36.6,37.2,50,0,36.59051514,45.12575531
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,1.35E+11,46800,35.07605159,0,1,0,0,0,0,0,0,42,36.6,54,0,44.80099869,44.78747559
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,1.52E+11,52200,35.37989819,0,1,0,0,0,0,0,0,38,42,58,0,36.08285904,21.99027252
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,15600000000,4720,81.81588703,0,0,1,0,0,0,0,0,37.6,64,14,14,46.64275742,51.88682175
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,22800000000,6640,85.03308767,0,0,1,0,0,0,0,0,34.8,37.6,18,18,34.45875549,62.3910141
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,35800000000,9780,90.62606724,0,0,1,0,0,0,0,0,52.8,34.8,22,22,46.3317337,61.79218292
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,44100000000,11800,92.13567678,0,0,1,0,0,0,0,0,47.6,52.8,26,26,39.12460327,61.92152786
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,56300000000,15100,92.20991987,0,0,1,0,0,0,0,0,39.4,47.6,30,30,49.81226349,61.92152786
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,71700000000,19100,92.90285539,0,0,1,0,0,0,0,0,43.9,39.4,34,34,48.79614639,63.37022018
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,91900000000,23700,96.09530833,0,0,1,0,0,0,0,0,44.6,43.9,38,38,49.22145081,63.37022018
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,1.15E+11,28500,100.0301922,0,0,1,0,0,0,0,0,45.8,44.6,42,42,36.12256622,61.33112717
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,1.27E+11,30700,102.4554665,0,0,1,0,0,0,0,0,41.4,45.8,46,46,15.39739513,48.91022873
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,1.55E+11,36100,106.1181257,0,0,1,0,0,0,0,0,39.7,41.4,50,50,34.63515854,38.16695023
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,1.70E+11,38800,108.4691569,0,0,1,0,0,0,0,0,41,39.7,54,54,52.29519272,56.53505707
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,1.92E+11,43300,109.8302803,0,0,1,0,0,0,0,0,38,41,58,58,35.25730133,55.06253052
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,18600000000,4980,71.36566349,0,0,1,0,0,0,0,0,28.2,43.2,14,14,13.40385151,54.12977982
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,30700000000,7920,73.98125897,0,0,1,0,0,0,0,0,28.4,28.2,18,18,16.48915482,53.91096497
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,51700000000,12200,80.60616139,0,0,1,0,0,0,0,0,51.7,28.4,22,22,24.35322189,58.23692322
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,76900000000,17200,85.18822646,0,0,1,0,0,0,0,0,45.7,51.7,26,26,24.84522438,46.13933563
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,78500000000,17800,84.13816988,0,0,1,0,0,0,0,0,38.2,45.7,30,30,26.14329147,56.23113632
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,96000000000,22400,81.69440184,0,0,1,0,0,0,0,0,44.1,38.2,34,34,42.74006271,53.6217308
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,1.13E+11,26000,82.85901005,0,0,1,0,0,0,0,0,45.6,44.1,38,38,37.88263321,56.29610825
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,1.26E+11,28200,85.32187002,0,0,1,0,0,0,0,0,52,45.6,42,42,36.30204391,45.94818878
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,1.54E+11,34300,85.68461684,0,0,1,0,0,0,0,0,44.9,52,46,46,24.22431946,45.70758057
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,2.07E+11,46500,84.99730708,0,0,1,0,0,0,0,0,42.2,44.9,50,50,41.19297028,59.40643692
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,2.29E+11,49700,87.89928163,0,0,1,0,0,0,0,0,40,42.2,54,54,43.24024582,43.87012863
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,2.34E+11,50000,89.31208502,0,0,1,0,0,0,0,0,41,40,58,58,38.55950165,26.66260338
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,4210000000,4100,28.99964782,1,0,0,0,0,0,0,0,55.3,68.8,14,0,59.85725021,57.37760162
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,6000000000,5600,30.2715622,1,0,0,0,0,0,0,0,38.5,55.3,18,0,62.49773026,60.09354401
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,9340000000,8290,31.82612422,1,0,0,0,0,0,0,0,48.1,38.5,22,0,61.73768234,57.87581635
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,13200000000,11400,32.7023319,1,0,0,0,0,0,0,0,42.3,48.1,26,0,46.4174881,60.10818481
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,19200000000,15900,34.08730533,1,0,0,0,0,0,0,0,38.8,42.3,30,0,66.29364777,67.25352478
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,23400000000,18900,34.93524825,1,0,0,0,0,0,0,0,43.9,38.8,34,0,78.23234558,54.37767792
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,28200000000,22800,34.99177778,1,0,0,0,0,0,0,0,38.8,43.9,38,0,69.5039978,56.76559448
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,34400000000,27000,36.03757405,1,0,0,0,0,0,0,0,51.6,38.8,42,0,52.20160675,53.13521194
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,41800000000,31900,36.99857602,1,0,0,0,0,0,0,0,49.1,51.6,46,0,54.26172638,59.98493958
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,49100000000,37200,37.30948842,1,0,0,0,0,0,0,0,53.6,49.1,50,0,66.94895935,63.83090973
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,51900000000,39100,37.5638713,1,0,0,0,0,0,0,0,58,53.6,54,0,91.90403748,65.0711441
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,57500000000,43200,37.62040083,1,0,0,0,0,0,0,0,56,58,58,0,69.76706696,46.83447647
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,20500000000,5060,326.2955699,0,0,1,0,0,0,0,0,43.6,65.5,14,14,71.27755737,55.91884613
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,29600000000,7180,332.5022792,0,0,1,0,0,0,0,0,37.4,43.6,18,18,53.29964066,65.45271301
