third_party,rep_inc_party,dem_inc,rep_inc,dem_inc_party,july_dem,jul_rep,aug_dem,aug_rep,sep_dem,sep_rep,oct_dem,oct_rep,unem_dec_t_1,unem_per_change_t_2_t_1,GDP_per_change_t_1,inflation_t_1,last_recession,greatwar_years,avg_pres_approval,int_pres_approval_dem_inc,int_pres_approval_dem_inc_party,state_gdp,state_gdp_per_cap,pop_density,region_ne,region_mw,region_s,region_w,prog,trad,moral,ind,lag_dem_per,lag2_dem_per,counter,int_south_year,lag_citi,lag_nom
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,28100000000,44900,65.09739652,1,0,0,0,0,0,0,0,68,58.9,54,0,87.27791595,58.75832748
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,30700000000,49200,64.88941762,1,0,0,0,0,0,0,0,67,68,58,0,87.82283783,69.36619568
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,23200000000,4870,111.3970262,0,0,1,0,0,0,0,0,32.5,53.5,14,14,9.433276176,47.84331131
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,35100000000,6950,118.1065638,0,0,1,0,0,0,0,0,30.1,32.5,18,18,9.701634407,41.93494415
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,53400000000,9960,125.3537995,0,0,1,0,0,0,0,0,48,30.1,22,22,20.29726219,43.63346863
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,79400000000,14100,131.7360426,0,0,1,0,0,0,0,0,40.3,48,26,26,27.04561043,44.2512207
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,1.18E+11,19600,140.5729945,0,0,1,0,0,0,0,0,37.1,40.3,30,30,26.07233238,54.13732529
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,1.51E+11,23600,149.480081,0,0,1,0,0,0,0,0,39.2,37.1,34,34,45.01173401,55.18108749
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,1.86E+11,27900,155.862324,0,0,1,0,0,0,0,0,40.6,39.2,38,38,42.30407715,57.52155685
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,2.50E+11,35300,165.4941341,0,0,1,0,0,0,0,0,45.1,40.6,42,42,36.50758743,41.90885925
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,3.10E+11,41500,174.4947332,0,0,1,0,0,0,0,0,44.4,45.1,46,46,37.98286057,36.74110794
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,3.93E+11,50400,182.2329107,0,0,1,0,0,0,0,0,45.5,44.4,50,50,47.16495132,48.34088135
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,4.32E+11,52700,191.5374262,0,0,1,0,0,0,0,0,53,45.5,54,54,60.00307465,55.13526154
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,4.85E+11,57700,196.6338694,0,0,1,0,0,0,0,0,51,53,58,58,45.45991516,31.52760315
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,18800000000,5500,47.93966727,0,0,0,1,0,0,0,0,47.2,62,14,0,59.05485916,48.75112152
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,29300000000,8110,50.64661747,0,0,0,1,0,0,0,0,38.6,47.2,18,0,60.18930435,49.58653641
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,48700000000,11700,58.17839082,0,0,0,1,0,0,0,0,46.1,38.6,22,0,58.60728073,56.24370956
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,67900000000,15600,60.99754621,0,0,0,1,0,0,0,0,37.3,46.1,26,0,64.85217285,64.52936554
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,90300000000,19400,65.24731777,0,0,0,1,0,0,0,0,42.9,37.3,30,0,53.13470459,50.22771454
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,1.26E+11,24500,72.13391128,0,0,0,1,0,0,0,0,50,42.9,34,0,69.20457458,65.88870239
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,1.55E+11,28100,77.4075552,0,0,0,1,0,0,0,0,43.4,50,38,0,65.84770966,66.6788559
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,2.31E+11,39200,82.66717346,0,0,0,1,0,0,0,0,49.8,43.4,42,0,48.97845459,58.01064682
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,2.58E+11,41700,86.81876548,0,0,0,1,0,0,0,0,50.2,49.8,46,0,38.76684189,62.39559937
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,3.46E+11,52700,92.09240939,0,0,0,1,0,0,0,0,52.8,50.2,50,0,57.47054291,59.55740356
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,3.80E+11,55100,96.73489911,0,0,0,1,0,0,0,0,58,52.8,54,0,68.7725296,68.24697876
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,4.70E+11,64400,102.3171073,0,0,0,1,0,0,0,0,56,58,58,0,50.62652206,65.03197479
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,7600000000,4230,74.08159458,0,0,1,0,0,0,0,0,49.6,67.9,14,14,64.71572876,65.36720276
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,12000000000,6550,75.60862467,0,0,1,0,0,0,0,0,36.4,49.6,18,18,46.93320847,54.2911377
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,17400000000,8920,80.4786125,0,0,1,0,0,0,0,0,58,36.4,22,22,53.12098312,53.48718262
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,20400000000,10500,80.56115467,0,0,1,0,0,0,0,0,49.8,58,26,26,54.98810959,64.5947113
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,23400000000,12500,77.42455233,0,0,1,0,0,0,0,0,44.6,49.8,30,30,61.62310028,64.79711914
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,29100000000,16100,74.65938975,0,0,1,0,0,0,0,0,52.2,44.6,34,34,64.43014526,49.78564835
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,36100000000,19800,75.11337167,0,0,1,0,0,0,0,0,48.4,52.2,38,38,74.50809479,65.45942688
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,41800000000,23100,74.61811867,0,0,1,0,0,0,0,0,51.5,48.4,42,42,63.58275986,65.42253113
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,46700000000,25900,74.49430542,0,0,1,0,0,0,0,0,45.6,51.5,46,46,54.56336212,51.39051819
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,58600000000,32300,74.90701625,0,0,1,0,0,0,0,0,43.2,45.6,50,50,66.26171112,65.30432129
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,68500000000,36900,76.59913067,0,0,1,0,0,0,0,0,43,43.2,54,54,79.2819519,65.30432129
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,70400000000,38400,75.56735358,0,0,1,0,0,0,0,0,36,43,58,58,52.47907257,61.36820984
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,22100000000,4880,69.10305577,0,1,0,0,0,0,0,0,44.3,62.1,14,0,51.1652565,36.65405273
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,32300000000,7010,70.3855694,0,1,0,0,0,0,0,0,43.7,44.3,18,0,59.47006607,63.98965454
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,50100000000,10600,72.18719569,0,1,0,0,0,0,0,0,49.4,43.7,22,0,54.96306229,71.20555115
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,63200000000,13300,72.72157637,0,1,0,0,0,0,0,0,43.2,49.4,26,0,52.92509842,50.56589508
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,82000000000,17000,73.77506971,0,1,0,0,0,0,0,0,45,43.2,30,0,46.71246338,69.56707001
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,1.05E+11,21000,76.23322083,0,1,0,0,0,0,0,0,51.4,45,34,0,63.13762283,49.06034851
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,1.35E+11,26100,78.99673234,0,1,0,0,0,0,0,0,41.1,51.4,38,0,57.89038849,48.20085526
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,1.72E+11,32100,81.89765602,0,1,0,0,0,0,0,0,48.8,41.1,42,0,49.84186554,35.29813385
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,2.03E+11,36800,84.12678685,0,1,0,0,0,0,0,0,47.8,48.8,46,0,50.47980499,33.32907486
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,2.44E+11,43400,85.92841314,0,1,0,0,0,0,0,0,49.7,47.8,50,0,59.73656464,48.45682144
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,2.64E+11,46100,87.42467904,0,1,0,0,0,0,0,0,56,49.7,54,0,60.83742523,58.39602661
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,3.05E+11,52800,88.14227595,0,1,0,0,0,0,0,0,53,56,58,0,48.9084816,26.27243423
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,2100000000,6070,3.537361748,0,0,0,1,0,0,0,0,35.5,56.6,14,0,43.86290359,32.06155014
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,3980000000,10200,3.997423247,0,0,0,1,0,0,0,0,30.5,35.5,18,0,24.99071503,25.20121002
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,8060000000,17000,4.856204711,0,0,0,1,0,0,0,0,39.8,30.5,22,0,35.41698837,54.70791245
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,11600000000,22600,5.244701088,0,0,0,1,0,0,0,0,28,39.8,26,0,32.34532166,45.25954819
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,10400000000,21700,4.907322656,0,0,0,1,0,0,0,0,28.2,28,30,0,27.53446007,45.25954819
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,13000000000,28000,4.753968823,0,0,0,1,0,0,0,0,38,28.2,34,0,32.54878998,44.01541901
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,14600000000,30400,4.907322656,0,0,0,1,0,0,0,0,34,38,38,0,45.52243805,44.38793182
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,15700000000,31800,5.0504529,0,0,0,1,0,0,0,0,36.8,34,42,0,31.14620781,28.52112579
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,21000000000,41700,5.1424652,0,0,0,1,0,0,0,0,27.7,36.8,46,0,23.74302483,24.88262939
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,36600000000,68700,5.449172866,0,0,0,1,0,0,0,0,29.1,27.7,50,0,27.26397514,46.39821625
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,39400000000,68300,5.899010776,0,0,0,1,0,0,0,0,32,29.1,54,0,29.48713112,44.73088074
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,37800000000,64700,5.970575898,0,0,0,1,0,0,0,0,28,32,58,0,24.09679222,20.55667114
